ID_medals,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,ID_hosts,ID_athletes,
1,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Stefania CONSTANTINI,Italy,1,65040,
2,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Amos MOSANER,Italy,1,65041,
3,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Kristin SKASLIEN,Norway,1,65042,
4,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Magnus NEDREGOTTEN,Norway,1,65043,
5,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Almida DE VAL,Sweden,1,65044,
6,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Oskar ERIKSSON,Sweden,1,65045,
7,Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,Mikael KINGSBURY,Canada,1,17,
8,Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,Walter WALLBERG,Sweden,1,19,
9,Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,Ikuma HORISHIMA,Japan,1,7,
10,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,Nico PORTEOUS,New Zealand,1,35,
11,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,David WISE,United States of America,1,37,
12,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,Alex FERREIRA,United States of America,1,42,
13,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,Henrik HARLAUT,Sweden,1,71,
14,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,Birk RUUD,Norway,1,60,
15,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,Colby STEVENSON,United States of America,1,74,
16,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,Sergey RIDZIK,ROC,1,87,
17,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,Alex FIVA,Switzerland,1,91,
18,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,Ryan REGEZ,Switzerland,1,101,
19,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,Mathilde GREMAUD,Switzerland,1,128,
20,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,Ailing Eileen GU,People's Republic of China,1,120,
21,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,Tess LEDEUX,France,1,125,
22,Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,Jaelin KAUF,United States of America,1,162,
23,Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,Jakara ANTHONY,Australia,1,143,
24,Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,Anastasiia SMIRNOVA,ROC,1,161,
25,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,Marielle THOMPSON,Canada,1,195,
26,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,Sandra NAESLUND,Sweden,1,173,
27,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,Daniela MAIER,Germany,1,178,
28,Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,Ilia BUROV,ROC,1,198,
29,Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,Guangpu QI,People's Republic of China,1,207,
30,Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,Oleksandr ABRAMENKO,Ukraine,1,203,
31,Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,Hanna HUSKOVA,Belarus,1,222,
32,Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,Mengtao XU,People's Republic of China,1,227,
33,Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,Megan NICK,United States of America,1,230,
34,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,Cassie SHARPE,Canada,1,259,
35,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,Ailing Eileen GU,People's Republic of China,1,120,
36,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,Rachel KARKER,Canada,1,249,
37,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,Ailing Eileen GU,People's Republic of China,1,120,
38,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,Mathilde GREMAUD,Switzerland,1,128,
39,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,Kelly SILDARU,Estonia,1,123,
40,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,Nicholas GOEPPER,United States of America,1,73,
41,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,Jesper TJADER,Sweden,1,72,
42,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,Alexander HALL,United States of America,1,78,
43,Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,Suzanne SCHULTING,Netherlands,1,277,
44,Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,Kim BOUTIN,Canada,1,272,
45,Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,Arianna FONTANA,Italy,1,276,
46,Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,Steven DUBOIS,Canada,1,313,
47,Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,Shaoang LIU,Hungary,1,311,
48,Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,Konstantin IVLIEV,ROC,1,316,
49,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,Semen ELISTRATOV,ROC,1,329,
50,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,Daeheon HWANG,Republic of Korea,1,310,
51,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,Steven DUBOIS,Canada,1,313,
52,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,Ziwei REN,People's Republic of China,1,317,
53,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,Wenlong LI,People's Republic of China,1,345,
54,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,Shaoang LIU,Hungary,1,311,
55,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,Suzanne SCHULTING,Netherlands,1,277,
56,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,Minjeong CHOI,Republic of Korea,1,286,
57,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,Hanne DESMET,Belgium,1,292,
58,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,Minjeong CHOI,Republic of Korea,1,286,
59,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,Suzanne SCHULTING,Netherlands,1,277,
60,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,Arianna FONTANA,Italy,1,276,
61,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,Queralt CASTELLET,Spain,1,365,
62,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,Sena TOMITA,Japan,1,379,
63,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,Chloe KIM,United States of America,1,369,
64,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,Nick BAUMGARTNER,United States of America,1,491,
65,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,Lindsey JACOBELLIS,United States of America,1,411,
66,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Omar VISINTIN,Italy,1,488,
67,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Michela MOIOLI,Italy,1,413,
68,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Eliot GRONDIN,Canada,1,505,
69,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Meryeta ODINE,Canada,1,398,
70,Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,Meryeta ODINE,Canada,1,398,
71,Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,Chloe TRESPEUCH,France,1,402,
72,Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,Lindsey JACOBELLIS,United States of America,1,411,
73,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,Tim MASTNAK,Slovenia,1,434,
74,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,Benjamin KARL,Austria,1,432,
75,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,Vic WILD,ROC,1,425,
76,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,Kokomo MURASE,Japan,1,450,
77,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,Zoi SADOWSKI SYNNOTT,New Zealand,1,451,
78,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,Anna GASSER,Austria,1,461,
79,Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,Omar VISINTIN,Italy,1,488,
80,Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,Eliot GRONDIN,Canada,1,505,
81,Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,Alessandro HAEMMERLE,Austria,1,477,
82,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,Max PARROT,Canada,1,510,
83,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,Yiming SU,People's Republic of China,1,527,
84,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,Mark MCMORRIS,Canada,1,521,
85,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,Jan SCHERRER,Switzerland,1,538,
86,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,Ayumu HIRANO,Japan,1,547,
87,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,Scotty JAMES,Australia,1,553,
88,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,Tess COADY,Australia,1,456,
89,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,Julia MARINO,United States of America,1,447,
90,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,Zoi SADOWSKI SYNNOTT,New Zealand,1,451,
91,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,Daniela ULBING,Austria,1,566,
92,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,Ester LEDECKA,Czech Republic,1,563,
93,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,Gloria KOTNIK,Slovenia,1,570,
94,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,Mons ROISLAND,Norway,1,522,
95,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,Yiming SU,People's Republic of China,1,527,
96,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,Max PARROT,Canada,1,510,
97,Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,Marius LINDVIK,Norway,1,609,
98,Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,Ryoyu KOBAYASHI,Japan,1,594,
99,Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,Karl GEIGER,Germany,1,604,
100,Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,Katharina ALTHAUS,Germany,1,683,
101,Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,Ursa BOGATAJ,Slovenia,1,667,
102,Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,Nika KRIZNAR,Slovenia,1,657,
103,Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,Dawid KUBACKI,Poland,1,619,
104,Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,Manuel FETTNER,Austria,1,593,
105,Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,Ryoyu KOBAYASHI,Japan,1,594,
106,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Mark KONDRATIUK,ROC,1,727,
107,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Kamila VALIEVA,ROC,1,694,
108,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,Wenjing SUI,People's Republic of China,1,65060,
109,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,Cong HAN,People's Republic of China,1,65061,
110,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Evgenia TARASOVA,ROC,1,65062,
114,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,Gabriella PAPADAKIS,France,1,65093,
115,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,Guillaume CIZERON,France,1,65094,
116,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Victoria SINITSINA,ROC,1,65095,
117,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Nikita KATSALAPOV,ROC,1,65096,
118,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,Madison HUBBELL,United States of America,1,65097,
119,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,Zachary DONOHUE,United States of America,1,65098,
120,Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,Anna SHCHERBAKOVA,ROC,1,699,
121,Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,Alexandra Trusova,ROC,1,710,
122,Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,Kaori SAKAMOTO,Japan,1,714,
123,Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,Shoma UNO,Japan,1,718,
124,Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,Nathan CHEN,United States of America,1,741,
125,Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,Yuma KAGIYAMA,Japan,1,729,
126,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Tobias WENDL,Germany,1,65136,
127,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Tobias ARLT,Germany,1,65137,
128,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Toni EGGERT,Germany,1,65138,
129,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Sascha BENECKEN,Germany,1,65139,
130,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Thomas STEU,Austria,1,65140,
131,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Lorenz KOLLER,Austria,1,65141,
132,Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,Wolfgang KINDL,Austria,1,765,
133,Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,Johannes LUDWIG,Germany,1,777,
134,Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,Dominik FISCHNALLER,Italy,1,754,
135,Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,Anna BERREITER,Germany,1,811,
136,Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,Tatyana IVANOVA,ROC,1,810,
137,Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,Natalie GEISENBERGER,Germany,1,804,
138,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,Quentin FILLON MAILLET,France,1,856,
139,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,Tarjei BOE,Norway,1,828,
141,Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,SILVER,Athlete,Tiril ECKHOFF,Norway,1,901,
142,Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,GOLD,Athlete,Justine BRAISAZ,France,1,888,
143,Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,BRONZE,Athlete,Marte Olsbu ROEISELAND,Norway,1,890,
144,Biathlon,beijing-2022,Women's 10km Pursuit,Women,SILVER,Athlete,Elvira OEBERG,Sweden,1,881,
145,Biathlon,beijing-2022,Women's 10km Pursuit,Women,BRONZE,Athlete,Tiril ECKHOFF,Norway,1,901,
146,Biathlon,beijing-2022,Women's 10km Pursuit,Women,GOLD,Athlete,Marte Olsbu ROEISELAND,Norway,1,890,
147,Biathlon,beijing-2022,Men's 10km Sprint,Men,SILVER,Athlete,Quentin FILLON MAILLET,France,1,856,
148,Biathlon,beijing-2022,Men's 10km Sprint,Men,GOLD,Athlete,Johannes Thingnes BOE,Norway,1,873,
149,Biathlon,beijing-2022,Men's 10km Sprint,Men,BRONZE,Athlete,Tarjei BOE,Norway,1,828,
150,Biathlon,beijing-2022,Women's 7.5km Sprint,Women,SILVER,Athlete,Elvira OEBERG,Sweden,1,881,
151,Biathlon,beijing-2022,Women's 7.5km Sprint,Women,GOLD,Athlete,Marte Olsbu ROEISELAND,Norway,1,890,
152,Biathlon,beijing-2022,Women's 7.5km Sprint,Women,BRONZE,Athlete,Dorothea WIERER,Italy,1,899,
153,Biathlon,beijing-2022,Men's 15km Mass Start,Men,SILVER,Athlete,Martin PONSILUOMA,Sweden,1,853,
154,Biathlon,beijing-2022,Men's 15km Mass Start,Men,BRONZE,Athlete,Vetle Sjaastad CHRISTIANSEN,Norway,1,871,
155,Biathlon,beijing-2022,Men's 15km Mass Start,Men,GOLD,Athlete,Johannes Thingnes BOE,Norway,1,873,
156,Biathlon,beijing-2022,Men's 20km Individual,Men,BRONZE,Athlete,Johannes Thingnes BOE,Norway,1,873,
157,Biathlon,beijing-2022,Men's 20km Individual,Men,SILVER,Athlete,Anton SMOLSKI,Belarus,1,826,
158,Biathlon,beijing-2022,Men's 20km Individual,Men,GOLD,Athlete,Quentin FILLON MAILLET,France,1,856,
159,Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,Denise HERRMANN,Germany,1,875,
160,Biathlon,beijing-2022,Women's 15km Individual,Women,SILVER,Athlete,Anais CHEVALIER,France,1,893,
161,Biathlon,beijing-2022,Women's 15km Individual,Women,BRONZE,Athlete,Marte Olsbu ROEISELAND,Norway,1,890,
162,Alpine Skiing,beijing-2022,Men's Slalom,Men,GOLD,Athlete,Clement NOEL,France,1,1053,
163,Alpine Skiing,beijing-2022,Men's Slalom,Men,SILVER,Athlete,Johannes STROLZ,Austria,1,1072,
164,Alpine Skiing,beijing-2022,Men's Slalom,Men,BRONZE,Athlete,Sebastian FOSS-SOLEVAAG,Norway,1,1011,
165,Alpine Skiing,beijing-2022,Men's Downhill,Men,GOLD,Athlete,Beat FEUZ,Switzerland,1,1099,
166,Alpine Skiing,beijing-2022,Men's Downhill,Men,SILVER,Athlete,Johan CLAREY,France,1,1129,
167,Alpine Skiing,beijing-2022,Men's Downhill,Men,BRONZE,Athlete,Matthias MAYER,Austria,1,1103,
168,Alpine Skiing,beijing-2022,Women's Super-G,Women,SILVER,Athlete,Mirjam PUCHNER,Austria,1,1156,
169,Alpine Skiing,beijing-2022,Women's Super-G,Women,BRONZE,Athlete,Michelle GISIN,Switzerland,1,1162,
170,Alpine Skiing,beijing-2022,Women's Super-G,Women,GOLD,Athlete,Lara GUT - BEHRAMI,Switzerland,1,1144,
171,Alpine Skiing,beijing-2022,Men's Super-G,Men,GOLD,Athlete,Matthias MAYER,Austria,1,1103,
172,Alpine Skiing,beijing-2022,Men's Super-G,Men,BRONZE,Athlete,Aleksander Aamodt KILDE,Norway,1,1102,
173,Alpine Skiing,beijing-2022,Men's Super-G,Men,SILVER,Athlete,Ryan COCHRAN-SIEGLE,United States of America,1,1098,
174,Alpine Skiing,beijing-2022,Women's Downhill,Women,GOLD,Athlete,Corinne SUTER,Switzerland,1,1140,
175,Alpine Skiing,beijing-2022,Women's Downhill,Women,SILVER,Athlete,Sofia GOGGIA,Italy,1,1184,
176,Alpine Skiing,beijing-2022,Women's Downhill,Women,BRONZE,Athlete,Nadia DELAGO,Italy,1,1181,
177,Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,BRONZE,Athlete,James CRAWFORD,Canada,1,1116,
178,Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,GOLD,Athlete,Johannes STROLZ,Austria,1,1072,
179,Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,SILVER,Athlete,Aleksander Aamodt KILDE,Norway,1,1102,
180,Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,BRONZE,Athlete,Mathieu FAIVRE,France,1,1204,
181,Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,SILVER,Athlete,Zan KRANJEC,Slovenia,1,1094,
182,Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,GOLD,Athlete,Marco ODERMATT,Switzerland,1,1128,
183,Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,SILVER,Athlete,Federica BRIGNONE,Italy,1,1167,
184,Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,BRONZE,Athlete,Lara GUT - BEHRAMI,Switzerland,1,1144,
185,Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,GOLD,Athlete,Sara HECTOR,Sweden,1,1255,
186,Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,BRONZE,Athlete,Federica BRIGNONE,Italy,1,1167,
187,Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,SILVER,Athlete,Wendy HOLDENER,Switzerland,1,1241,
188,Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,GOLD,Athlete,Michelle GISIN,Switzerland,1,1162,
189,Alpine Skiing,beijing-2022,Women's Slalom,Women,GOLD,Athlete,Petra VLHOVA,Slovakia,1,1228,
190,Alpine Skiing,beijing-2022,Women's Slalom,Women,BRONZE,Athlete,Wendy HOLDENER,Switzerland,1,1241,
191,Alpine Skiing,beijing-2022,Women's Slalom,Women,SILVER,Athlete,Katharina LIENSBERGER,Austria,1,1262,
192,Skeleton,beijing-2022,Women,Women,SILVER,Athlete,Jackie NARRACOTT,Australia,1,1318,
193,Skeleton,beijing-2022,Women,Women,GOLD,Athlete,Hannah NEISE,Germany,1,1316,
194,Skeleton,beijing-2022,Women,Women,BRONZE,Athlete,Kimberley BOS,Netherlands,1,1309,
195,Skeleton,beijing-2022,Men,Men,SILVER,Athlete,Axel JUNGK,Germany,1,1347,
196,Skeleton,beijing-2022,Men,Men,BRONZE,Athlete,Wengang YAN,People's Republic of China,1,1334,
197,Skeleton,beijing-2022,Men,Men,GOLD,Athlete,Christopher GROTHEER,Germany,1,1343,
198,Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,SILVER,Athlete,Maja DAHLQVIST,Sweden,1,1365,
199,Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,BRONZE,Athlete,Jessica DIGGINS,United States of America,1,1393,
200,Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,GOLD,Athlete,Jonna SUNDLING,Sweden,1,1417,
201,Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Katharina HENNIG,Germany,1,1526,
202,Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Victoria CARL,Germany,1,1425,
203,Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Maja DAHLQVIST,Sweden,1,1365,
204,Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Jonna SUNDLING,Sweden,1,1417,
205,Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,Yulia STUPAK,ROC,1,1359,
206,Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,Natalia NEPRYAEVA,ROC,1,1399,
207,Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Erik VALNES,Norway,1,1598,
208,Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Johannes Hoesflot KLAEBO,Norway,1,1492,
209,Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Iivo NISKANEN,Finland,1,1443,
210,Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Joni MAEKI,Finland,1,1610,
211,Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,Alexander BOLSHUNOV,ROC,1,1510,
212,Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,Alexander TERENTEV,ROC,1,1635,
213,Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC,1,1510,
214,Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,SILVER,Athlete,Denis SPITSOV,ROC,1,1507,
215,Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,BRONZE,Athlete,Iivo NISKANEN,Finland,1,1443,
216,Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,BRONZE,Athlete,Teresa STADLOBER,Austria,1,1540,
217,Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,SILVER,Athlete,Natalia NEPRYAEVA,ROC,1,1399,
218,Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,GOLD,Athlete,Therese JOHAUG,Norway,1,1514,
219,Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,SILVER,Athlete,Jessica DIGGINS,United States of America,1,1393,
220,Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,BRONZE,Athlete,Kerttu NISKANEN,Finland,1,1515,
221,Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,GOLD,Athlete,Therese JOHAUG,Norway,1,1514,
222,Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,GOLD,Athlete,Therese JOHAUG,Norway,1,1514,
223,Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,SILVER,Athlete,Kerttu NISKANEN,Finland,1,1515,
224,Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,BRONZE,Athlete,Krista PARMAKOSKI,Finland,1,1534,
225,Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC,1,1510,
226,Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,SILVER,Athlete,Ivan YAKIMUSHKIN,ROC,1,1569,
227,Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,BRONZE,Athlete,Simen Hegstad KRUEGER,Norway,1,1567,
228,Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,GOLD,Athlete,Iivo NISKANEN,Finland,1,1443,
