ID_medals,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,ID_hosts,ID_athletes,
7840,Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,Jana NOVOTNA,Czech Republic,14,31561,
7841,Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,Helena SUKOVA,Czech Republic,14,31591,
7842,Tennis,atlanta-1996,doubles women,Women,BRONZE,GameTeam,Conchita MARTINEZ,Spain,14,23485,
7843,Tennis,atlanta-1996,doubles women,Women,BRONZE,GameTeam,Arantxa SANCHEZ-VICARIO,Spain,14,28189,
7844,Tennis,atlanta-1996,Singles women,Women,GOLD,Athlete,Lindsay DAVENPORT,United States of America,14,28201,
7845,Tennis,atlanta-1996,Singles women,Women,SILVER,Athlete,Arantxa SANCHEZ-VICARIO,Spain,14,28189,
7846,Tennis,atlanta-1996,Singles women,Women,BRONZE,Athlete,Jana NOVOTNA,Czech Republic,14,31561,
7847,Tennis,atlanta-1996,Singles men,Men,GOLD,Athlete,Andre AGASSI,United States of America,14,31600,
7848,Tennis,atlanta-1996,Singles men,Men,SILVER,Athlete,Sergi BRUGUERA,Spain,14,31601,
7849,Tennis,atlanta-1996,Singles men,Men,BRONZE,Athlete,Leander PAES,India,14,28178,
7850,Equestrian Dressage,atlanta-1996,individual mixed,Open,GOLD,Athlete,Isabell WERTH,Germany,14,5415,
7851,Equestrian Dressage,atlanta-1996,individual mixed,Open,SILVER,Athlete,Annica VAN GRUNSVEN,Netherlands,14,15393,
7852,Equestrian Dressage,atlanta-1996,individual mixed,Open,BRONZE,Athlete,Sven ROTHENBERGER,Netherlands,14,22688,
7855,Gymnastics Rhythmic,atlanta-1996,individual all-round women,Women,BRONZE,Athlete,Olena VITRYCHENKO,Ukraine,14,26543,
7856,Boxing,atlanta-1996,63.5-67kg welterweight men,Men,GOLD,Athlete,Oleg SAITOV,Russian Federation,14,24064,
7857,Boxing,atlanta-1996,63.5-67kg welterweight men,Men,SILVER,Athlete,Juan HERNANDEZ SIERRA,Cuba,14,27604,
7858,Boxing,atlanta-1996,63.5-67kg welterweight men,Men,BRONZE,Athlete,Marian SIMION,Romania,14,24212,
7859,Boxing,atlanta-1996,63.5-67kg welterweight men,Men,BRONZE,Athlete,Daniel SANTOS,Puerto Rico,14,31674,
7860,Boxing,atlanta-1996,48-51kg flyweight men,Men,GOLD,Athlete,Maikro ROMERO,Cuba,14,27445,
7862,Boxing,atlanta-1996,48-51kg flyweight men,Men,BRONZE,Athlete,Albert PAKEEV,Russian Federation,14,31696,
7863,Boxing,atlanta-1996,48-51kg flyweight men,Men,BRONZE,Athlete,Zoltan LUNKA,Germany,14,31697,
7864,Boxing,atlanta-1996,57-60kg lightweight men,Men,GOLD,Athlete,Hocine SOLTANI,Algeria,14,31719,
7866,Boxing,atlanta-1996,57-60kg lightweight men,Men,BRONZE,Athlete,Terrance CAUTHEN,United States of America,14,31720,
7867,Boxing,atlanta-1996,57-60kg lightweight men,Men,BRONZE,Athlete,Leonard Dorin DOROFTEI,Romania,14,31721,
7869,Boxing,atlanta-1996,91kg super heavyweight men,Men,SILVER,Athlete,Paea WOLFGRAM,Tonga,14,31739,
7871,Boxing,atlanta-1996,91kg super heavyweight men,Men,BRONZE,Athlete,Duncan DOKIWARI,Nigeria,14,31740,
7872,Boxing,atlanta-1996,81-91kg heavyweight men,Men,GOLD,Athlete,Félix SAVÓN,Cuba,14,27622,
7873,Boxing,atlanta-1996,81-91kg heavyweight men,Men,SILVER,Athlete,David DEFIAGBON,Canada,14,31752,
7874,Boxing,atlanta-1996,81-91kg heavyweight men,Men,BRONZE,Athlete,Nate JONES,United States of America,14,31753,
7875,Boxing,atlanta-1996,81-91kg heavyweight men,Men,BRONZE,Athlete,Luan KRASNIQI,Germany,14,31754,
7876,Boxing,atlanta-1996,60-63.5kg lightwelterweigh men,Men,GOLD,Athlete,Hector VINENT,Cuba,14,31768,
7877,Boxing,atlanta-1996,60-63.5kg lightwelterweigh men,Men,SILVER,Athlete,Oktay URKAL,Germany,14,31769,
7878,Boxing,atlanta-1996,60-63.5kg lightwelterweigh men,Men,BRONZE,Athlete,Bolat NIYAZYMBETOV,Kazakhstan,14,31770,
7879,Boxing,atlanta-1996,60-63.5kg lightwelterweigh men,Men,BRONZE,Athlete,Fathi MISSAOUI,Tunisia,14,31771,
7881,Boxing,atlanta-1996,51-54kg bantamweight men,Men,SILVER,Athlete,Arnaldo MESA,Cuba,14,31793,
7882,Boxing,atlanta-1996,51-54kg bantamweight men,Men,BRONZE,Athlete,Raimkul MALAKHBEKOV,Russian Federation,14,27523,
7883,Boxing,atlanta-1996,51-54kg bantamweight men,Men,BRONZE,Athlete,Vichai KHADPO,Thailand,14,31794,
7884,Boxing,atlanta-1996,67  71kg lightmiddleweight men,Men,GOLD,Athlete,David REID,United States of America,14,31818,
7885,Boxing,atlanta-1996,67  71kg lightmiddleweight men,Men,SILVER,Athlete,Alfredo DUVERGEL,Cuba,14,31819,
7886,Boxing,atlanta-1996,67  71kg lightmiddleweight men,Men,BRONZE,Athlete,Karim TULAGANOV,Uzbekistan,14,31820,
7887,Boxing,atlanta-1996,67  71kg lightmiddleweight men,Men,BRONZE,Athlete,Yermakhan IBRAIMOV,Kazakhstan,14,27601,
7890,Boxing,atlanta-1996,75-81kg lightheavyweight men,Men,BRONZE,Athlete,Antonio TARVER,United States of America,14,31842,
7891,Boxing,atlanta-1996,75-81kg lightheavyweight men,Men,BRONZE,Athlete,Thomas ULRICH,Germany,14,31843,
7892,Boxing,atlanta-1996,54-57kg featherweight men,Men,GOLD,Athlete,Somluck KAMSING,Thailand,14,24058,
7893,Boxing,atlanta-1996,54-57kg featherweight men,Men,SILVER,Athlete,Serafim TODOROV,Bulgaria,14,31864,
7894,Boxing,atlanta-1996,54-57kg featherweight men,Men,BRONZE,Athlete,Pablo CHACON,Argentina,14,31865,
7895,Boxing,atlanta-1996,54-57kg featherweight men,Men,BRONZE,Athlete,Floyd MAYWEATHER,United States of America,14,31866,
7896,Boxing,atlanta-1996,48kg lightflyweight men,Men,GOLD,Athlete,Daniel Petrov BOJINOV,Bulgaria,14,31885,
7897,Boxing,atlanta-1996,48kg lightflyweight men,Men,SILVER,Athlete,Mansueto VELASCO,Philippines,14,31886,
7899,Boxing,atlanta-1996,48kg lightflyweight men,Men,BRONZE,Athlete,Rafael LOZANO MUÑOZ,Spain,14,27443,
7900,Boxing,atlanta-1996,71-75kg men,Men,GOLD,Athlete,Ariel HERNANDEZ ASCUY,Cuba,14,31907,
7901,Boxing,atlanta-1996,71-75kg men,Men,SILVER,Athlete,Malik BEYLEROGLU,Turkey,14,31908,
7902,Boxing,atlanta-1996,71-75kg men,Men,BRONZE,Athlete,Mohamed BAHARI,Algeria,14,31909,
7903,Boxing,atlanta-1996,71-75kg men,Men,BRONZE,Athlete,Rhoshii WELLS,United States of America,14,31910,
7904,Equestrian Eventing,atlanta-1996,individual mixed,Open,GOLD,Athlete,Blyth TAIT,New Zealand,14,22252,
7905,Equestrian Eventing,atlanta-1996,individual mixed,Open,SILVER,Athlete,Sally CLARK,New Zealand,14,31929,
7906,Equestrian Eventing,atlanta-1996,individual mixed,Open,BRONZE,Athlete,Kerry MILLIKIN,United States of America,14,31930,
7907,Diving,atlanta-1996,10m platform women,Women,GOLD,Athlete,Mingxia FU,People's Republic of China,14,26325,
7908,Diving,atlanta-1996,10m platform women,Women,SILVER,Athlete,Annika WALTER,Germany,14,31954,
7909,Diving,atlanta-1996,10m platform women,Women,BRONZE,Athlete,Mary Ellen CLARK,United States of America,14,31955,
7910,Diving,atlanta-1996,3m springboard women,Women,GOLD,Athlete,Mingxia FU,People's Republic of China,14,26325,
7911,Diving,atlanta-1996,3m springboard women,Women,SILVER,Athlete,Irina LASHKO,Russian Federation,14,24413,
7912,Diving,atlanta-1996,3m springboard women,Women,BRONZE,Athlete,Annie PELLETIER,Canada,14,31969,
7913,Diving,atlanta-1996,10m platform men,Men,GOLD,Athlete,Dmitry SAUTIN,Russian Federation,14,19369,
7914,Diving,atlanta-1996,10m platform men,Men,SILVER,Athlete,Jan HEMPEL,Germany,14,26311,
7915,Diving,atlanta-1996,10m platform men,Men,BRONZE,Athlete,Hailiang XIAO,People's Republic of China,14,26284,
7916,Diving,atlanta-1996,3m springboard men,Men,GOLD,Athlete,Ni XIONG,People's Republic of China,14,26283,
7917,Diving,atlanta-1996,3m springboard men,Men,SILVER,Athlete,Zhuocheng YU,People's Republic of China,14,31998,
7918,Diving,atlanta-1996,3m springboard men,Men,BRONZE,Athlete,Mark Edward LENZI,United States of America,14,31999,
7919,Nordic Combined,lillehammer-1994,Individual men,Men,GOLD,Athlete,Fred Boerre LUNDBERG,Norway,15,28548,
7920,Nordic Combined,lillehammer-1994,Individual men,Men,SILVER,Athlete,Takanori KONO,Japan,15,32012,
7921,Nordic Combined,lillehammer-1994,Individual men,Men,BRONZE,Athlete,Bjarte Engen VIK,Norway,15,28543,
7922,Luge,lillehammer-1994,Singles men,Men,GOLD,Athlete,Georg HACKL,Germany,15,21180,
7923,Luge,lillehammer-1994,Singles men,Men,SILVER,Athlete,Markus PROCK,Austria,15,24699,
7924,Luge,lillehammer-1994,Singles men,Men,BRONZE,Athlete,Armin ZOEGGELER,Italy,15,12935,
7925,Luge,lillehammer-1994,Singles women,Women,GOLD,Athlete,Gerda WEISSENSTEINER,Italy,15,28445,
7926,Luge,lillehammer-1994,Singles women,Women,SILVER,Athlete,Susi-Lisa ERDMANN,Germany,15,28440,
7927,Luge,lillehammer-1994,Singles women,Women,BRONZE,Athlete,Andrea TAGWERKER,Austria,15,28441,
7928,Luge,lillehammer-1994,Doubles mixed,Open,GOLD,GameTeam,Kurt BRUGGER,Italy,15,39278,
7929,Luge,lillehammer-1994,Doubles mixed,Open,GOLD,GameTeam,Wilfried HUBER,Italy,15,21182,
7930,Luge,lillehammer-1994,Doubles mixed,Open,SILVER,GameTeam,Hansjörg RAFFL,Italy,15,39273,
7931,Luge,lillehammer-1994,Doubles mixed,Open,SILVER,GameTeam,Norbert HUBER,Italy,15,28429,
7932,Luge,lillehammer-1994,Doubles mixed,Open,BRONZE,GameTeam,Stefan KRAUSSE,Germany,15,68879,
7933,Luge,lillehammer-1994,Doubles mixed,Open,BRONZE,GameTeam,Jan BEHRENDT,Germany,15,68880,
7934,Biathlon,lillehammer-1994,75km women,Women,GOLD,Athlete,Myriam BEDARD,Canada,15,28803,
7935,Biathlon,lillehammer-1994,75km women,Women,SILVER,Athlete,Svetlana PARAMYGINA,Belarus,15,28800,
7936,Biathlon,lillehammer-1994,75km women,Women,BRONZE,Athlete,Valentyna TSERBE-NESSINA,Ukraine,15,28822,
7937,Biathlon,lillehammer-1994,15km women,Women,GOLD,Athlete,Myriam BEDARD,Canada,15,28803,
7938,Biathlon,lillehammer-1994,15km women,Women,SILVER,Athlete,Anne BRIAND BOUTHIAUX,France,15,28816,
7939,Biathlon,lillehammer-1994,15km women,Women,BRONZE,Athlete,Uschi DISL,Germany,15,20784,
7940,Biathlon,lillehammer-1994,20km men,Men,GOLD,Athlete,Sergei TARASOV,Russian Federation,15,28831,
7941,Biathlon,lillehammer-1994,20km men,Men,SILVER,Athlete,Frank LUCK,Germany,15,24664,
7942,Biathlon,lillehammer-1994,20km men,Men,BRONZE,Athlete,Sven FISCHER,Germany,15,20779,
7944,Biathlon,lillehammer-1994,10km men,Men,SILVER,Athlete,Ricco GROSS,Germany,15,20827,
7945,Biathlon,lillehammer-1994,10km men,Men,BRONZE,Athlete,Sergei TARASOV,Russian Federation,15,28831,
7946,Freestyle Skiing,lillehammer-1994,Aerials men,Men,GOLD,Athlete,Andreas SCHÖNBÄCHLER,Switzerland,15,32166,
7947,Freestyle Skiing,lillehammer-1994,Aerials men,Men,SILVER,Athlete,Philippe LAROCHE,Canada,15,32167,
7948,Freestyle Skiing,lillehammer-1994,Aerials men,Men,BRONZE,Athlete,Lloyd LANGLOIS,Canada,15,32168,
7949,Freestyle Skiing,lillehammer-1994,Moguls men,Men,GOLD,Athlete,Jean-Luc BRASSARD,Canada,15,24616,
7950,Freestyle Skiing,lillehammer-1994,Moguls men,Men,SILVER,Athlete,Sergei SHUPLETSOV,Russian Federation,15,32181,
7951,Freestyle Skiing,lillehammer-1994,Moguls men,Men,BRONZE,Athlete,Edgar GROSPIRON,France,15,32182,
7952,Freestyle Skiing,lillehammer-1994,Aerials women,Women,GOLD,Athlete,Lina CHERYAZOVA,Uzbekistan,15,28710,
7953,Freestyle Skiing,lillehammer-1994,Aerials women,Women,SILVER,Athlete,Marie LINDGREN,Sweden,15,32201,
7954,Freestyle Skiing,lillehammer-1994,Aerials women,Women,BRONZE,Athlete,Hilde Synnove LID,Norway,15,24588,
7955,Freestyle Skiing,lillehammer-1994,Moguls women,Women,GOLD,Athlete,Stine Lise HATTESTAD,Norway,15,32211,
7956,Freestyle Skiing,lillehammer-1994,Moguls women,Women,SILVER,Athlete,Elizabeth MCINTYRE,United States of America,15,28701,
7957,Freestyle Skiing,lillehammer-1994,Moguls women,Women,BRONZE,Athlete,Yelizaveta KOZHEVNIKOVA,Russian Federation,15,32212,
7958,Speed skating,lillehammer-1994,1000m men,Men,GOLD,Athlete,Daniel JANSEN,United States of America,15,32219,
7959,Speed skating,lillehammer-1994,1000m men,Men,SILVER,Athlete,Igor ZHELEZOVSKY,Belarus,15,32220,
7960,Speed skating,lillehammer-1994,1000m men,Men,BRONZE,Athlete,Sergey KLEVCHENYA,Russian Federation,15,25241,
7961,Speed skating,lillehammer-1994,1500m men,Men,GOLD,Athlete,Johann Olav KOSS,Norway,15,32240,
7962,Speed skating,lillehammer-1994,1500m men,Men,SILVER,Athlete,Rintje RITSMA,Netherlands,15,25222,
7963,Speed skating,lillehammer-1994,1500m men,Men,BRONZE,Athlete,Falko ZANDSTRA,Netherlands,15,32241,
7964,Speed skating,lillehammer-1994,5000m women,Women,GOLD,Athlete,Claudia PECHSTEIN,Germany,15,1720,
7965,Speed skating,lillehammer-1994,5000m women,Women,SILVER,Athlete,Gunda NIEMANN-STIRNEMANN,Germany,15,28483,
7966,Speed skating,lillehammer-1994,5000m women,Women,BRONZE,Athlete,Hiromi YAMAMOTO,Japan,15,32252,
7967,Speed skating,lillehammer-1994,1500m women,Women,GOLD,Athlete,Emese HUNYADY,Austria,15,25193,
7968,Speed skating,lillehammer-1994,1500m women,Women,SILVER,Athlete,Svetlana FEDOTKINA,Russian Federation,15,32255,
7969,Speed skating,lillehammer-1994,1500m women,Women,BRONZE,Athlete,Gunda NIEMANN-STIRNEMANN,Germany,15,28483,
7970,Speed skating,lillehammer-1994,500m women,Women,GOLD,Athlete,Bonnie BLAIR,United States of America,15,32256,
7971,Speed skating,lillehammer-1994,500m women,Women,SILVER,Athlete,Susan AUCH,Canada,15,25215,
7973,Speed skating,lillehammer-1994,3000m women,Women,GOLD,Athlete,Svetlana BAJANOVA,Russian Federation,15,28518,
7974,Speed skating,lillehammer-1994,3000m women,Women,SILVER,Athlete,Emese HUNYADY,Austria,15,25193,
7975,Speed skating,lillehammer-1994,3000m women,Women,BRONZE,Athlete,Claudia PECHSTEIN,Germany,15,1720,
7976,Speed skating,lillehammer-1994,10000m men,Men,GOLD,Athlete,Johann Olav KOSS,Norway,15,32240,
7977,Speed skating,lillehammer-1994,10000m men,Men,SILVER,Athlete,Kjell STORELID,Norway,15,25190,
7978,Speed skating,lillehammer-1994,10000m men,Men,BRONZE,Athlete,Bart VELDKAMP,Netherlands,15,21282,
7979,Speed skating,lillehammer-1994,1000m women,Women,GOLD,Athlete,Bonnie BLAIR,United States of America,15,32256,
7980,Speed skating,lillehammer-1994,1000m women,Women,SILVER,Athlete,Anke BAIER-LOEF,Germany,15,28494,
7981,Speed skating,lillehammer-1994,1000m women,Women,BRONZE,Athlete,Qiaobo YE,People's Republic of China,15,32264,
7982,Speed skating,lillehammer-1994,5000m men,Men,GOLD,Athlete,Johann Olav KOSS,Norway,15,32240,
7983,Speed skating,lillehammer-1994,5000m men,Men,SILVER,Athlete,Kjell STORELID,Norway,15,25190,
7984,Speed skating,lillehammer-1994,5000m men,Men,BRONZE,Athlete,Rintje RITSMA,Netherlands,15,25222,
7986,Speed skating,lillehammer-1994,500m men,Men,SILVER,Athlete,Sergey KLEVCHENYA,Russian Federation,15,25241,
7987,Speed skating,lillehammer-1994,500m men,Men,BRONZE,Athlete,Manabu HORII,Japan,15,25242,
7989,Short Track Speed Skating,lillehammer-1994,1000m men,Men,SILVER,Athlete,Ji-Hoon CHAE,Republic of Korea,15,28858,
7990,Short Track Speed Skating,lillehammer-1994,1000m men,Men,BRONZE,Athlete,Marc GAGNON,Canada,15,25128,
7991,Short Track Speed Skating,lillehammer-1994,500m men,Men,GOLD,Athlete,Ji-Hoon CHAE,Republic of Korea,15,28858,
7992,Short Track Speed Skating,lillehammer-1994,500m men,Men,SILVER,Athlete,Mirko VUILLERMIN,Italy,15,32292,
7993,Short Track Speed Skating,lillehammer-1994,500m men,Men,BRONZE,Athlete,Nicky GOOCH,Great Britain,15,25137,
7995,Short Track Speed Skating,lillehammer-1994,1000m women,Women,SILVER,Athlete,Nathalie LAMBERT,Canada,15,32300,
7996,Short Track Speed Skating,lillehammer-1994,1000m women,Women,BRONZE,Athlete,So-Hee KIM,Republic of Korea,15,32301,
7997,Short Track Speed Skating,lillehammer-1994,500m women,Women,GOLD,Athlete,Cathy TURNER,United States of America,15,32304,
7998,Short Track Speed Skating,lillehammer-1994,500m women,Women,SILVER,Athlete,Yanmei ZHANG,People's Republic of China,15,32302,
7999,Short Track Speed Skating,lillehammer-1994,500m women,Women,BRONZE,Athlete,Amy PETERSON,United States of America,15,25152,
8000,Ski Jumping,lillehammer-1994,Normal Hill Individual men,Men,GOLD,Athlete,Espen BREDESEN,Norway,15,28313,
8001,Ski Jumping,lillehammer-1994,Normal Hill Individual men,Men,SILVER,Athlete,Lasse OTTESEN,Norway,15,28326,
8002,Ski Jumping,lillehammer-1994,Normal Hill Individual men,Men,BRONZE,Athlete,Dieter THOMA,Germany,15,28301,
8003,Ski Jumping,lillehammer-1994,Large Hill Individual men,Men,GOLD,Athlete,Jens WEISSFLOG,Germany,15,32317,
8004,Ski Jumping,lillehammer-1994,Large Hill Individual men,Men,SILVER,Athlete,Espen BREDESEN,Norway,15,28313,
8005,Ski Jumping,lillehammer-1994,Large Hill Individual men,Men,BRONZE,Athlete,Andreas GOLDBERGER,Austria,15,28305,
8006,Figure skating,lillehammer-1994,Individual men,Men,GOLD,Athlete,Aleksei URMANOV,Russian Federation,15,32356,
8007,Figure skating,lillehammer-1994,Individual men,Men,SILVER,Athlete,Elvis STOJKO,Canada,15,24749,
8008,Figure skating,lillehammer-1994,Individual men,Men,BRONZE,Athlete,Philippe CANDELORO,France,15,28456,
8009,Figure skating,lillehammer-1994,Individual women,Women,GOLD,Athlete,Oksana BAIUL,Ukraine,15,32371,
8010,Figure skating,lillehammer-1994,Individual women,Women,SILVER,Athlete,Nancy KERRIGAN,United States of America,15,32372,
8011,Figure skating,lillehammer-1994,Individual women,Women,BRONZE,Athlete,Lu CHEN,People's Republic of China,15,28471,
8012,Figure skating,lillehammer-1994,Pairs mixed,Mixed,GOLD,GameTeam,Yekaterina GORDEYEVA,Russian Federation,15,69450,
8013,Figure skating,lillehammer-1994,Pairs mixed,Mixed,GOLD,GameTeam,Sergey GRINKOV,Russian Federation,15,69451,
8014,Figure skating,lillehammer-1994,Pairs mixed,Mixed,SILVER,GameTeam,Natalya MISHKUTYONOK,Russian Federation,15,69452,
8015,Figure skating,lillehammer-1994,Pairs mixed,Mixed,SILVER,GameTeam,Artur DMITRIYEV,Russian Federation,15,68889,
8016,Figure skating,lillehammer-1994,Pairs mixed,Mixed,BRONZE,GameTeam,Isabelle BRASSEUR,Canada,15,69453,
8017,Figure skating,lillehammer-1994,Pairs mixed,Mixed,BRONZE,GameTeam,Lloyd EISLER,Canada,15,69454,
8018,Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,GOLD,GameTeam,Pasha GRISCHUK,Russian Federation,15,68914,
8019,Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,GOLD,GameTeam,Evgeny PLATOV,Russian Federation,15,68915,
8020,Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,SILVER,GameTeam,Maya USOVA,Russian Federation,15,69465,
8022,Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,BRONZE,GameTeam,Jayne TORVILL,Great Britain,15,69466,
8023,Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,BRONZE,GameTeam,Christopher DEAN,Great Britain,15,69467,
8024,Alpine Skiing,lillehammer-1994,slalom men,Men,GOLD,Athlete,Thomas STANGASSINGER,Austria,15,28587,
8026,Alpine Skiing,lillehammer-1994,slalom men,Men,BRONZE,Athlete,Jure KOSIR,Slovenia,15,24843,
8027,Alpine Skiing,lillehammer-1994,super-G women,Women,GOLD,Athlete,Diann ROFFE,United States of America,15,32411,
8028,Alpine Skiing,lillehammer-1994,super-G women,Women,SILVER,Athlete,Svetlana GLADISHEVA,Russian Federation,15,28669,
8029,Alpine Skiing,lillehammer-1994,super-G women,Women,BRONZE,Athlete,Isolde KOSTNER,Italy,15,24796,
8030,Alpine Skiing,lillehammer-1994,alpine combined men,Men,GOLD,Athlete,Lasse KJUS,Norway,15,21121,
8031,Alpine Skiing,lillehammer-1994,alpine combined men,Men,SILVER,Athlete,Kjetil Andre AAMODT,Norway,15,21124,
8033,Alpine Skiing,lillehammer-1994,alpine combined women,Women,GOLD,Athlete,Pernilla WIBERG,Sweden,15,24795,
8034,Alpine Skiing,lillehammer-1994,alpine combined women,Women,SILVER,Athlete,Vreni SCHNEIDER,Switzerland,15,32453,
8035,Alpine Skiing,lillehammer-1994,alpine combined women,Women,BRONZE,Athlete,Alenka DOVZAN,Slovenia,15,24850,
8037,Alpine Skiing,lillehammer-1994,downhill men,Men,SILVER,Athlete,Kjetil Andre AAMODT,Norway,15,21124,
8038,Alpine Skiing,lillehammer-1994,downhill men,Men,BRONZE,Athlete,Ed PODIVINSKY,Canada,15,24788,
8039,Alpine Skiing,lillehammer-1994,downhill women,Women,GOLD,Athlete,Katja SEIZINGER,Germany,15,28611,
8040,Alpine Skiing,lillehammer-1994,downhill women,Women,SILVER,Athlete,Picabo STREET,United States of America,15,24901,
8041,Alpine Skiing,lillehammer-1994,downhill women,Women,BRONZE,Athlete,Isolde KOSTNER,Italy,15,24796,
8042,Alpine Skiing,lillehammer-1994,slalom women,Women,GOLD,Athlete,Vreni SCHNEIDER,Switzerland,15,32453,
8043,Alpine Skiing,lillehammer-1994,slalom women,Women,SILVER,Athlete,Elfriede EDER,Austria,15,32480,
8044,Alpine Skiing,lillehammer-1994,slalom women,Women,BRONZE,Athlete,Katja KOREN,Slovenia,15,32412,
8045,Alpine Skiing,lillehammer-1994,giant slalom women,Women,GOLD,Athlete,Deborah COMPAGNONI,Italy,15,28610,
8046,Alpine Skiing,lillehammer-1994,giant slalom women,Women,SILVER,Athlete,Martina ERTL-RENZ,Germany,15,21020,
8047,Alpine Skiing,lillehammer-1994,giant slalom women,Women,BRONZE,Athlete,Vreni SCHNEIDER,Switzerland,15,32453,
8048,Alpine Skiing,lillehammer-1994,super-G men,Men,GOLD,Athlete,Markus WASMEIER,Germany,15,32450,
8050,Alpine Skiing,lillehammer-1994,super-G men,Men,BRONZE,Athlete,Kjetil Andre AAMODT,Norway,15,21124,
8051,Alpine Skiing,lillehammer-1994,giant slalom men,Men,GOLD,Athlete,Markus WASMEIER,Germany,15,32450,
8052,Alpine Skiing,lillehammer-1994,giant slalom men,Men,SILVER,Athlete,Urs KAELIN,Switzerland,15,28567,
8053,Alpine Skiing,lillehammer-1994,giant slalom men,Men,BRONZE,Athlete,Christian MAYER,Austria,15,28565,
8054,Cross Country Skiing,lillehammer-1994,Combined 10km  15km pursuit men,Men,GOLD,Athlete,Björn DAEHLIE,Norway,15,28361,
8056,Cross Country Skiing,lillehammer-1994,Combined 10km  15km pursuit men,Men,BRONZE,Athlete,Silvio FAUNER,Italy,15,71158,
8057,Cross Country Skiing,lillehammer-1994,15km mass start women,Women,GOLD,Athlete,Manuela DI CENTA,Italy,15,28393,
8059,Cross Country Skiing,lillehammer-1994,15km mass start women,Women,BRONZE,Athlete,Nina GAVRILJUK,Russian Federation,15,24955,
8061,Cross Country Skiing,lillehammer-1994,50km men,Men,SILVER,Athlete,Mika MYLLYLAE,Finland,15,28403,
8062,Cross Country Skiing,lillehammer-1994,50km men,Men,BRONZE,Athlete,Sture SIVERTSEN,Norway,15,28406,
8063,Cross Country Skiing,lillehammer-1994,10km pursuit men,Men,GOLD,Athlete,Björn DAEHLIE,Norway,15,28361,
8065,Cross Country Skiing,lillehammer-1994,10km pursuit men,Men,BRONZE,Athlete,Marco ALBARELLO,Italy,15,28415,
8067,Cross Country Skiing,lillehammer-1994,Combined 5km  10km pursuit women,Women,SILVER,Athlete,Manuela DI CENTA,Italy,15,28393,
8068,Cross Country Skiing,lillehammer-1994,Combined 5km  10km pursuit women,Women,BRONZE,Athlete,Stefania BELMONDO,Italy,15,24957,
8069,Cross Country Skiing,lillehammer-1994,30km women,Women,GOLD,Athlete,Manuela DI CENTA,Italy,15,28393,
8070,Cross Country Skiing,lillehammer-1994,30km women,Women,SILVER,Athlete,Marit MIKKELSPLASS,Norway,15,28329,
8071,Cross Country Skiing,lillehammer-1994,30km women,Women,BRONZE,Athlete,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,Finland,15,32575,
8072,Cross Country Skiing,lillehammer-1994,30km mass start men,Men,GOLD,Athlete,Thomas ALSGAARD,Norway,15,25013,
8073,Cross Country Skiing,lillehammer-1994,30km mass start men,Men,SILVER,Athlete,Björn DAEHLIE,Norway,15,28361,
8074,Cross Country Skiing,lillehammer-1994,30km mass start men,Men,BRONZE,Athlete,Mika MYLLYLAE,Finland,15,28403,
8076,Cross Country Skiing,lillehammer-1994,5km women,Women,SILVER,Athlete,Manuela DI CENTA,Italy,15,28393,
8077,Cross Country Skiing,lillehammer-1994,5km women,Women,BRONZE,Athlete,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,Finland,15,32575,
8078,Bobsleigh,lillehammer-1994,two-man men,Men,GOLD,GameTeam,Gustav WEDER,Switzerland,15,69483,
8079,Bobsleigh,lillehammer-1994,two-man men,Men,GOLD,GameTeam,Donat ACKLIN,Switzerland,15,69484,
8080,Bobsleigh,lillehammer-1994,two-man men,Men,SILVER,GameTeam,Reto GOETSCHI,Switzerland,15,68940,
8081,Bobsleigh,lillehammer-1994,two-man men,Men,SILVER,GameTeam,Guido ACKLIN,Switzerland,15,68941,
8082,Bobsleigh,lillehammer-1994,two-man men,Men,BRONZE,GameTeam,Günther HUBER,Italy,15,68377,
8083,Bobsleigh,lillehammer-1994,two-man men,Men,BRONZE,GameTeam,Stefano TICCI,Italy,15,69485,
8084,Wrestling,barcelona-1992,Super-Heavyweight,Men,GOLD,Athlete,Bruce Robert BAUMGARTNER,United States of America,16,29379,
8085,Wrestling,barcelona-1992,Super-Heavyweight,Men,SILVER,Athlete,Jeffrey James Milton THUE,Canada,16,32597,
8087,Wrestling,barcelona-1992,Welterweight,Men,GOLD,Athlete,Jang-Soon PARK,Republic of Korea,16,29183,
8088,Wrestling,barcelona-1992,Welterweight,Men,SILVER,Athlete,Kenneth MONDAY,United States of America,16,29185,
8089,Wrestling,barcelona-1992,Welterweight,Men,BRONZE,Athlete,Amir Reza KHADEM AZGHADI,Islamic Republic of Iran,16,25859,
8090,Wrestling,barcelona-1992,Light-Heavyweight,Men,GOLD,Athlete,Maik BULLMANN,Germany,16,29169,
