athletes,ID_results,discipline_title,event_title,slug_game,participant_type,medal_type,rank_position,country_name
Sudket PRAPAKAMOL; Saralee THUNGTHONGKAM,49288,Badminton,Doubles mixed,athens-2004,GameTeam,,9,Thailand
Chia Hsin TSAI; Wen-Hsing CHENG,49289,Badminton,Doubles mixed,athens-2004,GameTeam,,9,Chinese Taipei
Philippe BOURRET; Denyse Alice JULIEN,49290,Badminton,Doubles mixed,athens-2004,GameTeam,,17,Canada
Travis DENNEY; Kate WILSON-SMITH,49291,Badminton,Doubles mixed,athens-2004,GameTeam,,17,Australia
Marina YAKUSHEVA,49292,Badminton,Doubles mixed,athens-2004,GameTeam,,17,Russian Federation
Tadashi OHTSUKA; Shizuka YAMAMOTO,49293,Badminton,Doubles mixed,athens-2004,GameTeam,,17,Japan
Svetoslav STOYANOV; Victoria WRIGHT,49294,Badminton,Doubles mixed,athens-2004,GameTeam,,17,France
Mike BERES; Jody PATRICK,49295,Badminton,Doubles mixed,athens-2004,GameTeam,,17,Canada
Chris DEDNAM; Antoinette UYS,49296,Badminton,Doubles mixed,athens-2004,GameTeam,,17,South Africa
Jiewen ZHANG; Wei YANG,49329,Badminton,doubles women,athens-2004,GameTeam,GOLD,1,People's Republic of China
Sui HUANG; Ling GAO,49330,Badminton,doubles women,athens-2004,GameTeam,SILVER,2,People's Republic of China
Kyungwon LEE,49331,Badminton,doubles women,athens-2004,GameTeam,BRONZE,3,Republic of Korea
Tingting ZHAO; Yili WEI,49332,Badminton,doubles women,athens-2004,GameTeam,,4,People's Republic of China
Saralee THUNGTHONGKAM; Sathinee CHANKRACHANGWONG,49333,Badminton,doubles women,athens-2004,GameTeam,,5,Thailand
Lotte JONATHANS,49334,Badminton,doubles women,athens-2004,GameTeam,,5,Netherlands
Hyojung LEE,49335,Badminton,doubles women,athens-2004,GameTeam,,5,Republic of Korea
Ann-Lou JORGENSEN; Rikke OLSEN,49336,Badminton,doubles women,athens-2004,GameTeam,,5,Denmark
Jo NOVITA; Lita NURLITA,49337,Badminton,doubles women,athens-2004,GameTeam,,9,Indonesia
Chikako NAKAYAMA; Keiko YOSHITOMI,49338,Badminton,doubles women,athens-2004,GameTeam,,9,Japan
Pernille HARDER; Mette SCHJOLDAGER,49339,Badminton,doubles women,athens-2004,GameTeam,,9,Denmark
Ella TRIPP; Joanne WRIGHT,49340,Badminton,doubles women,athens-2004,GameTeam,,9,Great Britain
Wen-Hsing CHENG; Yu Chin CHIEN,49341,Badminton,doubles women,athens-2004,GameTeam,,9,Chinese Taipei
Gail EMMS; Donna KELLOGG,49342,Badminton,doubles women,athens-2004,GameTeam,,9,Great Britain
Nicole GRETHER; Juliane SCHENK,49343,Badminton,doubles women,athens-2004,GameTeam,,9,Germany
Eei Hui CHIN; Pei Tty WONG,49344,Badminton,doubles women,athens-2004,GameTeam,,9,Malaysia
Denyse Alice JULIEN; Anna RICE,49345,Badminton,doubles women,athens-2004,GameTeam,,17,Canada
Jane CRABTREE; Kate WILSON-SMITH,49346,Badminton,doubles women,athens-2004,GameTeam,,17,Australia
Petya NEDELCHEVA; Neli BOTEVA,49347,Badminton,doubles women,athens-2004,GameTeam,,17,Bulgaria
Helen NICHOL; Charmaine REID,49348,Badminton,doubles women,athens-2004,GameTeam,,17,Canada
Wai Chee Louisa KOON; Wing Mui LI,49349,Badminton,doubles women,athens-2004,GameTeam,,17,Hong Kong; China
Michelle EDWARDS; Chantal BOTTS,49350,Badminton,doubles women,athens-2004,GameTeam,,17,South Africa
Shizuka YAMAMOTO; Seiko YAMADA,49351,Badminton,doubles women,athens-2004,GameTeam,,17,Japan
Dong Moon KIM; Tae-Kwon HA,49352,Badminton,doubles men,athens-2004,GameTeam,GOLD,1,Republic of Korea
Dong Soo LEE,49353,Badminton,doubles men,athens-2004,GameTeam,SILVER,2,Republic of Korea
Flandy LIMPELE,49354,Badminton,doubles men,athens-2004,GameTeam,BRONZE,3,Indonesia
Jens Dyrloev ERIKSEN; Martin LUNDGAARD HANSEN,49355,Badminton,doubles men,athens-2004,GameTeam,,4,Denmark
Yong Hyun KIM,49356,Badminton,doubles men,athens-2004,GameTeam,,5,Republic of Korea
Bo ZHENG; Yang SANG,49357,Badminton,doubles men,athens-2004,GameTeam,,5,People's Republic of China
Tan Fook CHOONG; Wan Wah LEE,49358,Badminton,doubles men,athens-2004,GameTeam,,5,Malaysia
Haifeng FU; Yun CAI,49359,Badminton,doubles men,athens-2004,GameTeam,,5,People's Republic of China
Luluk HADIYANTO; Alvent Yulianto CHANDRA,49360,Badminton,doubles men,athens-2004,GameTeam,,9,Indonesia
Lars PAASKE; Jonas RASMUSSEN,49361,Badminton,doubles men,athens-2004,GameTeam,,9,Denmark
Anthony CLARK; Nathan ROBERTSON,49362,Badminton,doubles men,athens-2004,GameTeam,,9,Great Britain
Robert MATEUSIAK; Michal LOGOSZ,49363,Badminton,doubles men,athens-2004,GameTeam,,9,Poland
Chong Ming CHAN; Choon Eng CHEW,49364,Badminton,doubles men,athens-2004,GameTeam,,9,Malaysia
Pramote TEERAWIWATANA; Tesana PANVISAVAS,49365,Badminton,doubles men,athens-2004,GameTeam,,9,Thailand
Howard BACH; Kevin HAN,49366,Badminton,doubles men,athens-2004,GameTeam,,9,United States of America
Keita MASUDA; Tadashi OHTSUKA,49367,Badminton,doubles men,athens-2004,GameTeam,,9,Japan
Sudket PRAPAKAMOL; Patapol NGERNSRISUK,49368,Badminton,doubles men,athens-2004,GameTeam,,17,Thailand
Sigit BUDIARTO; Trikus HERYANTO,49369,Badminton,doubles men,athens-2004,GameTeam,,17,Indonesia
Theodoros VELKOS; George PATIS,49370,Badminton,doubles men,athens-2004,GameTeam,,17,Greece
Jose Antonio CRESPO; Sergio LLOPIS,49371,Badminton,doubles men,athens-2004,GameTeam,,17,Spain
Ashley BREHAUT; Travis DENNEY,49372,Badminton,doubles men,athens-2004,GameTeam,,17,Australia
Dorian Lance JAMES; Stewart CARSON,49373,Badminton,doubles men,athens-2004,GameTeam,,17,South Africa
RICARDO RICARDO,49374,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,GOLD,1,Brazil
Javier BOSMA MINGUEZ; Pablo HERRERA,49375,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,SILVER,2,Spain
Patrick HEUSCHER; Stefan KOBEL,49376,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,BRONZE,3,Switzerland
Julien PROSSER; Mark WILLIAMS,49377,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,4,Australia
John CHILD; Mark HEESE,49378,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,5,Canada
Christoph DIECKMANN; Andreas SCHEUERPFLUG,49379,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,5,Germany
Martin LACIGA; Paul LACIGA,49380,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,5,Switzerland
Daxton HOLDREN; Stein METZGER,49381,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,5,United States of America
Mariano Joaquin BARACETTI; Martin Alejo CONDE,49382,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Argentina
Andrew SCHACHT; Joshua SLACK,49383,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Australia
Benjamin INSFRAN,49384,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Brazil
Markus DIECKMANN; Jonas RECKERMANN,49385,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Germany
Vegard HOIDALEN; Joerre KJEMPERUD,49386,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Norway
Joao BRENHA; Luis Miguel BARBOSA MAIA,49387,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Portugal
Colin Eric Innes POCOCK; Gershon RORICH,49388,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,South Africa
Bjorn BERG; Simon DAHL,49389,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,9,Sweden
Nikolas BERGER; Florian GOSCH,49390,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,17,Austria
Francisco ALVAREZ CUTINO; Juan Miguel ROSELL MILANES,49391,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,17,Cuba
Peter GARTMAYER; Robert NOWOTNY,49392,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,19,Austria
Stephane CANET; Mathieu HAMEL,49393,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,19,France
Pavlos BELIGRATIS,49394,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,19,Greece
Iver HORREM; Bjorn MAASEIDE,49395,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,19,Norway
Ramon HERNANDEZ; Raul PAPALEO,49396,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,19,Puerto Rico
Dain BLANTON; Jeff NYGAARD,49397,Beach Volleyball,Beach volleyball men,athens-2004,GameTeam,,19,United States of America
Kerri WALSH JENNINGS; Misty MAY-TREANOR,49398,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,GOLD,1,United States of America
Adriana BEHAR,49399,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,SILVER,2,Brazil
Holly MCPEAK; Elaine YOUNGS,49400,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,BRONZE,3,United States of America
Natalie COOK; Nicole SANDERSON,49401,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,4,Australia
,49402,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,5,Brazil
Guylaine DUMONT; Annie MARTIN,49403,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,5,Canada
Stephanie POHL; Okka RAU,49404,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,5,Germany
Daniela GATTELLI; Lucilla PERROTTA,49405,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,5,Italy
Summer LOCHOWICZ; Kerri POTTHARST,49406,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Australia
Petia YANCHULOVA; Tzvetelina YANCHULOVA,49407,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Bulgaria
Jia TIAN; Fei WANG,49408,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,People's Republic of China
Dalixia FERNANDEZ GRASSET; Tamara LARREA,49409,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Cuba
Eva CELBOVA; Sona DOSOUDILOVA,49410,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Czech Republic
Susanne LAHME; Danja MUSCH,49411,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Germany
Efthalia KOUTROUMANIDOU; Vasiliki ARVANITI,49412,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Greece
Effrosyni SFYRI,49413,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,9,Greece
Chiaki KUSUHARA; Ryoko TOKUNO,49414,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,17,Japan
Kathrine MAASEIDE; Susanne GLESNES,49415,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,17,Norway
Lu WANG; Wenhui YOU,49416,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,19,People's Republic of China
Mayra Aide GARCIA LOPEZ; Hilda GAXIOLA ALVAREZ,49417,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,19,Mexico
Rebekka KADIJK; Marrit LEENSTRA,49418,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,19,Netherlands
Nila Ann HAKEDAL; Ingrid TORLEN,49419,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,19,Norway
Leigh Ann NAIDOO; Julia WILLAND,49420,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,19,South Africa
Simone KUHN; Nicole SCHNYDER,49421,Beach Volleyball,Beach volleyball women,athens-2004,GameTeam,,19,Switzerland
Iker MARTINEZ; Xabier FERNANDEZ GAZTANAGA,49456,Sailing,49er - Skiff mixed,athens-2004,GameTeam,GOLD,1,Spain
Rodion LUKA; Georgii LEONCHUK,49457,Sailing,49er - Skiff mixed,athens-2004,GameTeam,SILVER,2,Ukraine
Chris DRAPER; Simon HISCOCKS,49458,Sailing,49er - Skiff mixed,athens-2004,GameTeam,BRONZE,3,Great Britain
Christoffer SUNDBY; Frode BOVIM,49459,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,4,Norway
Tim WADLOW; Pete SPAULDING,49460,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,5,United States of America
Andre FONSECA; Rodrigo DUARTE,49461,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,6,Brazil
Chris NICHOLSON; Gary BOYD,49462,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,7,Australia
Thomas JOHANSON; Jukka PIIRAINEN,49463,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,8,Finland
Marcus BAUR; Max GROY,49464,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,9,Germany
Nico Luca Marc DELLE KARTH; Nikolaus RESCH,49465,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,10,Austria
Marc AUDINEAU; Stephane CHRISTIDIS,49466,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,11,France
Christopher RAST; Christian STEIGER,49467,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,12,Switzerland
Michael HESTBAEK; Dennis Dengsoe ANDERSEN,49468,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,13,Denmark
Pietro SIBELLO; Gianfranco SIBELLO,49469,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,14,Italy
Kenji NAKAMURA; Masato TAKAKI,49470,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,15,Japan
Tom FITZPATRICK; Fraser BROWN,49471,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,16,Ireland
Vasileios PORTOSALTE,49472,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,17,Greece
Marcin CZAJKOWSKI; Krzysztof KIERKOWSKI,49473,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,18,Poland
Malav SHROFF; Sumeet PATEL,49474,Sailing,49er - Skiff mixed,athens-2004,GameTeam,,19,India
Sofia BEKATOROU; Aimilia TSOULFA,49500,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,GOLD,1,Greece
Natalia VIA DUFRESNE; Sandra AZON,49501,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,SILVER,2,Spain
Therese TORGERSSON; Vendela ZACHRISSON,49502,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,BRONZE,3,Sweden
Vesna DEKLEVA; Klara MAUCEC,49503,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,4,Slovenia
Katie MCDOWELL; Isabelle KINSOLVING,49504,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,5,United States of America
Susanne WARD; Lise Michaela WARD,49505,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,6,Denmark
Christina BASSADONE; Katherine HOPSON,49506,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,7,Great Britain
Vlada ILIENKO; Nataliya GAPONOVICH,49507,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,8,Russian Federation
Lisa WESTERHOF; Margriet MATTHIJSSE,49508,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,9,Netherlands
Ingrid PETITJEAN; Nadege DOUROUX,49509,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,10,France
Yuka YOSHISAKO; Mitsuko SATAKE,49510,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,11,Japan
Maria Fernanda SESTO; Paula REINOSO,49511,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,12,Argentina
Jennifer PROVAN; Nikola GIRKE,49512,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,13,Canada
Jennifer Margaret ARMSTRONG; Belinda STOWELL,49513,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,14,Australia
Stefanie ROTHWEILER; Monika LEU,49514,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,15,Germany
Shelley HESSON; Linda DICKSON,49515,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,16,New Zealand
Fernanda OLIVEIRA; Adriana KOSTIW,49516,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,17,Brazil
Nike KORNECKI; Vered BOUSKILA,49517,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,18,Israel
Marta WEORES; Anna PAYR,49518,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,19,Hungary
Elisabetta SACCHEGGIANI; Myriam CUTOLO,49519,Sailing,470 - Two Person Dinghy women,athens-2004,GameTeam,,20,Italy
Torben GRAEL; Marcelo FERREIRA,49520,Sailing,Star - Keelboat men,athens-2004,GameTeam,GOLD,1,Brazil
Ross MACDONALD; Mike WOLFS,49521,Sailing,Star - Keelboat men,athens-2004,GameTeam,SILVER,2,Canada
Xavier ROHART; Pascal RAMBEAU,49522,Sailing,Star - Keelboat men,athens-2004,GameTeam,BRONZE,3,France
Flavio MARAZZI; Enrico DE MARIA,49523,Sailing,Star - Keelboat men,athens-2004,GameTeam,,4,Switzerland
Paul CAYARD; Phil TRINTER,49524,Sailing,Star - Keelboat men,athens-2004,GameTeam,,5,United States of America
Iain PERCY; Steve MITCHELL,49525,Sailing,Star - Keelboat men,athens-2004,GameTeam,,6,Great Britain
Francesco BRUNI; Guido VIGNA,49526,Sailing,Star - Keelboat men,athens-2004,GameTeam,,7,Italy
Peter BROMBY; Lee WHITE,49527,Sailing,Star - Keelboat men,athens-2004,GameTeam,,8,Bermuda
Nicklas HOLM; Claus OLESEN,49528,Sailing,Star - Keelboat men,athens-2004,GameTeam,,9,Denmark
Roberto BERMUDEZ; Pablo ARRARTE,49529,Sailing,Star - Keelboat men,athens-2004,GameTeam,,10,Spain
Leonidas PELEKANAKIS; Georgios KONTOGOURIS,49530,Sailing,Star - Keelboat men,athens-2004,GameTeam,,11,Greece
Fredrik LOOF; Anders EKSTROM,49531,Sailing,Star - Keelboat men,athens-2004,GameTeam,,12,Sweden
Hans SPITZAUER; Andreas HANAKAMP,49532,Sailing,Star - Keelboat men,athens-2004,GameTeam,,13,Austria
Mark NEELEMAN; Peter VAN NIEKERK,49533,Sailing,Star - Keelboat men,athens-2004,GameTeam,,14,Netherlands
Colin BEASHEL; David GILES,49534,Sailing,Star - Keelboat men,athens-2004,GameTeam,,15,Australia
Alexander HAGEN; Jochen WOLFRAM,49535,Sailing,Star - Keelboat men,athens-2004,GameTeam,,16,Germany
Mark MANSFIELD; Killian COLLINS,49536,Sailing,Star - Keelboat men,athens-2004,GameTeam,,17,Ireland
Roman HAGARA; Hans Peter STEINACHER,49537,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,GOLD,1,Austria
Johnny LOVELL; Charlie OGLETREE,49538,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,SILVER,2,United States of America
Santiago LANGE; Carlos ESPINOLA,49539,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,BRONZE,3,Argentina
Olivier BACKES; Laurent VOIRON,49540,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,4,France
Mitch BOOTH; Herbert DERCKSEN,49541,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,5,Netherlands
Darren BUNDOCK; John FORBES,49542,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,6,Australia
Enrique FIGUEROA; Jorge HERNANDEZ,49543,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,7,Puerto Rico
Enrique FIGUEROA; Jorge HERNANDEZ,49544,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,8,Spain
Andrey KIRILYUK; Valery USHKOV,49545,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,9,Russian Federation
Francesco MARCOLINI; Edoardo BIANCHI,49546,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,10,Italy
Roland GAEBLER; Gunnar STRUCKMANN,49547,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,11,Germany
Iordanis PASCHALIDIS; Christos GAREFIS,49548,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,12,Greece
Leigh MCMILLAN; Mark BULKELEY,49549,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,13,Great Britain
Martin STRANDBERG; Kristian MATTSSON,49550,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,14,Sweden
Oskar JOHANSSON; John CURTIS,49551,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,15,Canada
Diogo CAYOLLA; Nuno BARRETO,49552,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,16,Portugal
Mauricio SANTA CRUZ; Joao Carlos JORDAO,49553,Sailing,Tornado - Multihull mixed,athens-2004,GameTeam,,17,Brazil
Paul FOERSTER; Kevin BURNHAM,49554,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,GOLD,1,United States of America
Nicholas ROGERS; Joe GLANFIELD,49555,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,SILVER,2,Great Britain
Kazuto SEKI; Kenjiro TODOROKI,49556,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,BRONZE,3,Japan
Johan MOLUND; Martin ANDERSSON,49557,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,4,Sweden
Gildas PHILIPPE; Nicolas LE BERRE,49558,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,5,France
Sven COSTER; Kalle COSTER,49559,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,6,Netherlands
Alvaro MARINHO; Miguel NUNES,49560,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,7,Portugal
Alexandre PARADEDA; Bernardo MULLER CARIOBA ARNDT,49561,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,8,Brazil
Evhen BRASLAVETS; Ihor MATVIYENKO,49562,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,9,Ukraine
Gabrio ZANDONA; Andrea TRANI,49563,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,10,Italy
Lucas ZELLMER; Felix KRABBE,49564,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,11,Germany
Nathan WILMOT; Malcolm PAGE,49565,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,12,Australia
Javier CONTE; Juan Maria DE LA FUENTE,49566,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,13,Argentina
Tomaz COPI; Davor GLAVINA,49567,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,14,Slovenia
Gideon KLIGER; Udi GAL,49568,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,15,Israel
Ger OWENS; Ross KILLIAN,49569,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,16,Ireland
Dmitry BEREZKIN; Mikhail KRUTIKOV,49570,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,17,Russian Federation
Andreas KOSMATOPOULOS,49571,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,18,Greece
Tomislav BASIC; Petar CUPAC,49572,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,19,Croatia
Gustavo MARTINEZ; Dimas WOOD,49573,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,20,Spain
Tomasz STANCZYK; Tomasz JAKUBIAK,49574,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,21,Poland
Lukas ERNI; Simon BRUEGGER,49575,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,22,Switzerland
Daeyoung KIM,49576,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,23,Republic of Korea
Selim KAKIS; Hasan Kaan OZGONENC,49577,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,24,Turkey
Mads MOELLER,49578,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,25,Denmark
Andrew BROWN; Jamie HUNT,49579,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,26,New Zealand
Peter CZEGAI; Csaba CSEREP,49580,Sailing,470 - Two Person Dinghy men,athens-2004,GameTeam,,27,Hungary
Minxia WU; Jingjing GUO,49674,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,GOLD,1,People's Republic of China
Vera ILYINA; Ioulia PAKHALINA,49675,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,SILVER,2,Russian Federation
Irina LASHKO; Chantelle MICHELL,49676,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,BRONZE,3,Australia
Tandi GERRARD; Jane SMITH,49677,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,,4,Great Britain
Laura Aleida SANCHEZ SOTO; Paola ESPINOSA SANCHEZ,49678,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,,5,Mexico
Ditte KOTZIAN; Conny SCHMALFUSS,49679,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,,6,Germany
Blythe HARTLEY; Emilie HEYMANS,49680,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,,7,Canada
Diamantina GEORGATOU; Sotiria KOUTSOPETROU,49681,Diving,synchronized diving 3m springboard women,athens-2004,GameTeam,,8,Greece
Liang TIAN; Jinghui YANG,49781,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,GOLD,1,People's Republic of China
Peter WATERFIELD; Leon TAYLOR,49782,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,SILVER,2,Great Britain
Mathew HELM; Robert NEWBERY,49783,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,BRONZE,3,Australia
Anton ZAKHAROV,49784,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,,4,Ukraine
Philippe COMTOIS; Alexandre DESPATIE,49785,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,,5,Canada
Dmitriy DOBROSKOK; Gleb GALPERIN,49786,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,,6,Russian Federation
Sotirios TRAKAS,49787,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,,7,Greece
Mark RUIZ; Kyle PRANDI,49788,Diving,synchronized diving 10m platform men,athens-2004,GameTeam,,8,United States of America
Lishi LAO; Ting LI,49822,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,GOLD,1,People's Republic of China
Natalia GONCHAROVA; Yulia KOLTUNOVA,49823,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,SILVER,2,Russian Federation
Blythe HARTLEY; Emilie HEYMANS,49824,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,BRONZE,3,Canada
Loudy TOURKY; Lynda FOLAUHOLA,49825,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,,4,Australia
Paola ESPINOSA SANCHEZ; Jashia LUNA,49826,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,,5,Mexico
Annett GAMM; Nora SUBSCHINSKI,49827,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,,6,Germany
Cassandra CARDINELL; Sara REILING,49828,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,,7,United States of America
Eftihia PAPPA-PAPAVASILOPOULOU; Florentia SFAKIANOU,49829,Diving,synchronized diving 10m platform women,athens-2004,GameTeam,,8,Greece
Nikolaos SIRANIDIS; Thomas BIMIS,49830,Diving,synchronized diving 3m springboard men,athens-2004,GameTeam,GOLD,1,Greece
Andreas WELS; Tobias SCHELLENBERG,49831,Diving,synchronized diving 3m springboard men,athens-2004,GameTeam,SILVER,2,Germany
