athletes,ID_results,discipline_title,event_title,slug_game,participant_type,medal_type,rank_position,country_name
Stefania CONSTANTINI; Amos MOSANER,1,Curling,Mixed Doubles,beijing-2022,GameTeam,GOLD,1,Italy
Kristin SKASLIEN; Magnus NEDREGOTTEN,2,Curling,Mixed Doubles,beijing-2022,GameTeam,SILVER,2,Norway
Almida DE VAL; Oskar ERIKSSON,3,Curling,Mixed Doubles,beijing-2022,GameTeam,BRONZE,3,Sweden
Jennifer DODDS; Bruce MOUAT,4,Curling,Mixed Doubles,beijing-2022,GameTeam,,4,Great Britain
Rachel HOMAN; John MORRIS,5,Curling,Mixed Doubles,beijing-2022,GameTeam,,5,Canada
Zuzana HAJKOVA; Tomas PAUL,6,Curling,Mixed Doubles,beijing-2022,GameTeam,,6,Czech Republic
Jenny PERRET; Martin RIOS,7,Curling,Mixed Doubles,beijing-2022,GameTeam,,7,Switzerland
Vicky PERSINGER; Christopher PLYS,8,Curling,Mixed Doubles,beijing-2022,GameTeam,,8,United States of America
Suyuan FAN; Zhi LING,9,Curling,Mixed Doubles,beijing-2022,GameTeam,,9,People's Republic of China
Tahli GILL; Dean HEWITT,10,Curling,Mixed Doubles,beijing-2022,GameTeam,,10,Australia
Nick BAUMGARTNER; Lindsey JACOBELLIS,558,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,GOLD,1,United States of America
Omar VISINTIN; Michela MOIOLI,559,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,SILVER,2,Italy
Eliot GRONDIN; Meryeta ODINE,560,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,BRONZE,3,Canada
Lorenzo SOMMARIVA; Caterina CARPANO,561,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,4,Italy
Martin NOERL; Jana FISCHER,562,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,5,Germany
Huw NIGHTINGALE; Charlotte BANKES,563,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,6,Great Britain
Kalle KOBLET; Sophie HEDIGER,564,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,7,Switzerland
Daniil DONSKIKH; Kristina PAUL,565,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,8,ROC
Cameron BOLTON; Belle BROCKHOFF,566,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,9,Australia
Liam MOFFATT; Tess CRITCHLOW,567,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,9,Canada
Loan BOZZOLO; Julia PEREIRA DE SOUSA MABILEAU,568,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,9,France
Jake VEDDER; Faye GULINI,569,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,9,United States of America
Alessandro HAEMMERLE; Pia ZERKHOLD,570,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,13,Austria
Merlin SURGET; Chloe TRESPEUCH,571,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,13,France
Adam LAMBERT; Josie BAFF,572,Snowboard,Mixed Team Snowboard Cross,beijing-2022,GameTeam,,13,Australia
Boyang JIN; Yi ZHU,993,Figure skating,Team Event,beijing-2022,GameTeam,,5,People's Republic of China
Boyang JIN; Yi ZHU,994,Figure skating,Team Event,beijing-2022,GameTeam,,6,Georgia
Boyang JIN; Yi ZHU,995,Figure skating,Team Event,beijing-2022,GameTeam,,7,Italy
Boyang JIN; Yi ZHU,996,Figure skating,Team Event,beijing-2022,GameTeam,,8,Czech Republic
Paul FENTZ; Nicole SCHOTT,997,Figure skating,Team Event,beijing-2022,GameTeam,,9,Germany
Paul FENTZ; Nicole SCHOTT,998,Figure skating,Team Event,beijing-2022,GameTeam,,10,Ukraine
Wenjing SUI; Cong HAN,999,Figure skating,Pair Skating,beijing-2022,GameTeam,GOLD,1,People's Republic of China
Evgenia TARASOVA; Vladimir MOROZOV,1000,Figure skating,Pair Skating,beijing-2022,GameTeam,SILVER,2,ROC
Anastasia MISHINA; Aleksandr GALLIAMOV,1001,Figure skating,Pair Skating,beijing-2022,GameTeam,BRONZE,3,ROC
Aleksandra BOIKOVA; Dmitrii KOZLOVSKII,1002,Figure skating,Pair Skating,beijing-2022,GameTeam,,4,ROC
Cheng PENG; Yang JIN,1003,Figure skating,Pair Skating,beijing-2022,GameTeam,,5,People's Republic of China
Alexa SCIMECA KNIERIM; Brandon FRAZIER,1004,Figure skating,Pair Skating,beijing-2022,GameTeam,,6,United States of America
Riku MIURA; Ryuichi KIHARA,1005,Figure skating,Pair Skating,beijing-2022,GameTeam,,7,Japan
Ashley CAIN-GRIBBLE; Timothy LEDUC,1006,Figure skating,Pair Skating,beijing-2022,GameTeam,,8,United States of America
Karina SAFINA; Luka BERULAVA,1007,Figure skating,Pair Skating,beijing-2022,GameTeam,,9,Georgia
Kirsten MOORE-TOWERS; Michael MARINARO,1008,Figure skating,Pair Skating,beijing-2022,GameTeam,,10,Canada
Laura BARQUERO; Marco ZANDRON,1009,Figure skating,Pair Skating,beijing-2022,GameTeam,,11,Spain
Vanessa JAMES; Eric RADFORD,1010,Figure skating,Pair Skating,beijing-2022,GameTeam,,12,Canada
Nicole DELLA MONICA; Matteo GUARISE,1011,Figure skating,Pair Skating,beijing-2022,GameTeam,,13,Italy
Rebecca GHILARDI; Filippo AMBROSINI,1012,Figure skating,Pair Skating,beijing-2022,GameTeam,,14,Italy
Hailey KOPS; Evgeni KRASNOPOLSKI,1013,Figure skating,Pair Skating,beijing-2022,GameTeam,,15,Israel
Minerva Fabienne HASE; Nolan SEEGERT,1014,Figure skating,Pair Skating,beijing-2022,GameTeam,,16,Germany
Jelizaveta  UKOV ; Martin BIDA?,1015,Figure skating,Pair Skating,beijing-2022,GameTeam,,17,Czech Republic
Miriam ZIEGLER; Severin KIEFER,1016,Figure skating,Pair Skating,beijing-2022,GameTeam,,18,Austria
Ioulia CHTCHETININA; Mark MAGYAR,1017,Figure skating,Pair Skating,beijing-2022,GameTeam,,WDR,Hungary
Gabriella PAPADAKIS; Guillaume CIZERON,1018,Figure skating,Ice Dance,beijing-2022,GameTeam,GOLD,1,France
Victoria SINITSINA; Nikita KATSALAPOV,1019,Figure skating,Ice Dance,beijing-2022,GameTeam,SILVER,2,ROC
Madison HUBBELL; Zachary DONOHUE,1020,Figure skating,Ice Dance,beijing-2022,GameTeam,BRONZE,3,United States of America
Madison CHOCK; Evan BATES,1021,Figure skating,Ice Dance,beijing-2022,GameTeam,,4,United States of America
Charlene GUIGNARD; Marco FABBRI,1022,Figure skating,Ice Dance,beijing-2022,GameTeam,,5,Italy
Alexandra STEPANOVA; Ivan BUKIN,1023,Figure skating,Ice Dance,beijing-2022,GameTeam,,6,ROC
Piper GILLES; Paul POIRIER,1024,Figure skating,Ice Dance,beijing-2022,GameTeam,,7,Canada
Olivia Sophie Smart; Adrian DIAZ,1025,Figure skating,Ice Dance,beijing-2022,GameTeam,,8,Spain
Laurence FOURNIER-BEAUDRY; Nikolaj S RENSEN,1026,Figure skating,Ice Dance,beijing-2022,GameTeam,,9,Canada
Lilah FEAR; Lewis GIBSON,1027,Figure skating,Ice Dance,beijing-2022,GameTeam,,10,Great Britain
Kaitlin HAWAYEK; Jean-Luc BAKER,1028,Figure skating,Ice Dance,beijing-2022,GameTeam,,11,United States of America
Shiyue WANG; Xinyu LIU,1029,Figure skating,Ice Dance,beijing-2022,GameTeam,,12,People's Republic of China
Marjorie LAJOIE; Zachary LAGHA,1030,Figure skating,Ice Dance,beijing-2022,GameTeam,,13,Canada
Diana DAVIS; Gleb SMOLKIN,1031,Figure skating,Ice Dance,beijing-2022,GameTeam,,14,ROC
Juulia TURKKILA; Matthias VERSLUIS,1032,Figure skating,Ice Dance,beijing-2022,GameTeam,,15,Finland
Nat lie TASCHLEROV ; Filip TASCHLER,1033,Figure skating,Ice Dance,beijing-2022,GameTeam,,16,Czech Republic
Natalia KALISZEK; Maksym SPODYRIEV,1034,Figure skating,Ice Dance,beijing-2022,GameTeam,,17,Poland
Tina GARABEDIAN; Simon PROULX SENECAL,1035,Figure skating,Ice Dance,beijing-2022,GameTeam,,18,Armenia
Maria KAZAKOVA; Georgy REVIYA,1036,Figure skating,Ice Dance,beijing-2022,GameTeam,,19,Georgia
Maria KAZAKOVA; Georgy REVIYA,1037,Figure skating,Ice Dance,beijing-2022,GameTeam,,20,Ukraine
Katharina MUELLER; Tim DIECK,1038,Figure skating,Ice Dance,beijing-2022,GameTeam,,21,Germany
Misato KOMATSUBARA; Tim KOLETO,1039,Figure skating,Ice Dance,beijing-2022,GameTeam,,22,Japan
Paulina RAMANAUSKAITE; Deividas KIZALA,1040,Figure skating,Ice Dance,beijing-2022,GameTeam,,23,Lithuania
Tobias WENDL; Tobias ARLT,1101,Luge,Doubles,beijing-2022,GameTeam,GOLD,1,Germany
Toni EGGERT; Sascha BENECKEN,1102,Luge,Doubles,beijing-2022,GameTeam,SILVER,2,Germany
Thomas STEU; Lorenz KOLLER,1103,Luge,Doubles,beijing-2022,GameTeam,BRONZE,3,Austria
Martins BOTS; Roberts PLUME,1104,Luge,Doubles,beijing-2022,GameTeam,,4,Latvia
Andris SICS; Juris SICS,1105,Luge,Doubles,beijing-2022,GameTeam,,5,Latvia
Emanuel RIEDER; Simon KAINZWALDNER,1106,Luge,Doubles,beijing-2022,GameTeam,,6,Italy
Tristan WALKER; Justin SNITH,1107,Luge,Doubles,beijing-2022,GameTeam,,7,Canada
Aleksandr DENISEV; Vladislav ANTONOV,1108,Luge,Doubles,beijing-2022,GameTeam,,8,ROC
Wojciech CHMIELEWSKI; Jakub KOWALEWSKI,1109,Luge,Doubles,beijing-2022,GameTeam,,9,Poland
Andrei BOGDANOV; Iurii PROKHOROV,1110,Luge,Doubles,beijing-2022,GameTeam,,10,ROC
Zachary DI GREGORIO; Sean HOLLANDER,1111,Luge,Doubles,beijing-2022,GameTeam,,11,United States of America
Jinyong PARK; Jung Myung CHO,1112,Luge,Doubles,beijing-2022,GameTeam,,12,Republic of Korea
Tomas VAVERCAK; Matej ZMIJ,1113,Luge,Doubles,beijing-2022,GameTeam,,13,Slovakia
Marian GITLAN; Darius Lucian SERBAN,1114,Luge,Doubles,beijing-2022,GameTeam,,14,Romania
Ihor STAKHIV; Andrii LYSETSKYI,1115,Luge,Doubles,beijing-2022,GameTeam,,15,Ukraine
Filip VEJDELEK; Zdenek PEKNY,1116,Luge,Doubles,beijing-2022,GameTeam,,16,Czech Republic
Yebo HUANG; Junyue PENG,1117,Luge,Doubles,beijing-2022,GameTeam,,17,People's Republic of China
Maja DAHLQVIST; Jonna SUNDLING,2443,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,SILVER,2,Sweden
Yulia STUPAK; Natalia NEPRYAEVA,2444,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,BRONZE,3,ROC
Kerttu NISKANEN; Krista PARMAKOSKI,2445,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,4,Finland
Rosie BRENNAN; Jessica DIGGINS,2446,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,5,United States of America
Teresa STADLOBER; Lisa UNTERWEGER,2447,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,6,Austria
Laurien VAN DER GRAAFF; Nadine FAEHNDRICH,2448,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,7,Switzerland
Tiril Udnes WENG; Maiken Caspersen FALLA,2449,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,8,Norway
Izabela MARCISZ; Monika SKINDER,2450,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,9,Poland
Melissa GAL; Lena QUINTIN,2451,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,10,France
Chunxue CHI; Xin LI,2452,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,11,People's Republic of China
Katherine STEWART JONES; Dahria BEATTY,2453,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,12,Canada
Caterina GANZ; Lucia SCARDONI,2454,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,13,Italy
Eva UREVC; Anamarija LAMPIC,2455,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,14,Slovenia
Katerina JANATOVA; Petra HYNCICOVA,2456,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,15,Czech Republic
Jessica YEATON; Casey WRIGHT,2457,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,16,Australia
Mariel Merlii PULLES; Keidy KAASIKU,2458,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,17,Estonia
Yuliia KROL; Maryna ANTSYBOR,2459,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,18,Ukraine
Nadezhda STEPASHKINA; Kseniya SHALYGINA,2460,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,19,Kazakhstan
Tena HADZIC; Vedrana MALEC,2461,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,20,Croatia
Kitija AUZINA; Estere VOLFA,2462,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,21,Latvia
Dasom HAN; Eui Jin LEE,2463,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,22,Republic of Korea
Jaqueline MOURAO; Eduarda RIBERA,2464,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,23,Brazil
Maria NTANOU; Nefeli TITA,2465,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,23,Greece
Egle SAVICKAITE; Ieva DAINYTE,2466,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,23,Lithuania
Aysenur DUMAN; Ozlem Ceren DURSUN,2467,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,23,Turkey
Anastasia KIRILLOVA; Hanna KARALIOVA,2468,Cross Country Skiing,Women's Team Sprint Classic,beijing-2022,GameTeam,,DNS,Belarus
Erik VALNES; Johannes Hoesflot KLAEBO,2469,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,GOLD,1,Norway
Iivo NISKANEN; Joni MAEKI,2470,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,SILVER,2,Finland
Alexander BOLSHUNOV; Alexander TERENTEV,2471,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,BRONZE,3,ROC
William POROMAA; Oskar SVENSSON,2472,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,4,Sweden
Antoine CYR; Graham RITCHIE,2473,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,5,Canada
Francesco DE FABIANI; Federico PELLEGRINO,2474,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,6,Italy
Hugo LAPALUS; Richard JOUVE,2475,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,7,France
Jonas BAUMANN; Jovian HEDIGER,2476,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,8,Switzerland
Ben OGDEN; James Clinton SCHOONMAKER,2477,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,9,United States of America
Michael FOETTINGER; Benjamin MOSER,2478,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,10,Austria
Henri ROOS; Martin HIMMA,2479,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,11,Estonia
Aliaksandr VORANAU; Yahor SHPUNTAU,2480,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,12,Belarus
Qiang WANG; Jincai SHANG,2481,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,13,People's Republic of China
Ludek SELLER; Michal NOVAK,2482,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,14,Czech Republic
Maciej STAREGA; Kamil BURY,2483,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,15,Poland
Vili CRV; Miha SIMENC,2484,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,16,Slovenia
Oleksii KRASOVSKYI; Ruslan PEREKHODA,2485,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,17,Ukraine
Paul Constantin PEPENE; Raul Mihai POPA,2486,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,18,Romania
Snorri Eythor EINARSSON; Isak Stianson PEDERSEN,2487,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,19,Iceland
James CLUGNET; Andrew YOUNG,2488,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,20,Great Britain
Raimo VIGANTS ; Roberts SLOTINS,2489,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,21,Latvia
Phillip BELLINGHAM; Seve DE CAMPO,2490,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,22,Australia
Albert KUCHLER; Janosch BRUGGER,2491,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,23,Germany
Modestas VAICIULIS; Tautvydas STROLIA,2492,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,24,Lithuania
Minwoo KIM; Jongwon JEONG,2493,Cross Country Skiing,Men's Team Sprint Classic,beijing-2022,GameTeam,,25,Republic of Korea
Francesco FRIEDRICH; Thorsten MARGIS,3456,Bobsleigh,2-man,beijing-2022,GameTeam,GOLD,1,Germany
Johannes LOCHNER; Florian BAUER,3457,Bobsleigh,2-man,beijing-2022,GameTeam,SILVER,2,Germany
Christoph HAFER; Matthias SOMMER,3458,Bobsleigh,2-man,beijing-2022,GameTeam,BRONZE,3,Germany
Michael VOGT; Sandro MICHEL,3459,Bobsleigh,2-man,beijing-2022,GameTeam,,4,Switzerland
Benjamin MAIER; Markus SAMMER,3460,Bobsleigh,2-man,beijing-2022,GameTeam,,5,Austria
Rudy RINALDI; Boris VAIN,3461,Bobsleigh,2-man,beijing-2022,GameTeam,,6,Monaco
Christopher SPRING; Mike EVELYN,3462,Bobsleigh,2-man,beijing-2022,GameTeam,,7,Canada
Christopher SPRING; Mike EVELYN,3463,Bobsleigh,2-man,beijing-2022,GameTeam,,8,ROC
Oskars KIBERMANIS; Matiss MIKNIS,3464,Bobsleigh,2-man,beijing-2022,GameTeam,,9,Latvia
Justin KRIPPS; Cameron STONES,3465,Bobsleigh,2-man,beijing-2022,GameTeam,,10,Canada
Brad HALL; Nick GLEESON,3466,Bobsleigh,2-man,beijing-2022,GameTeam,,11,Great Britain
Romain HEINRICH; Dorian HAUTERVILLE,3467,Bobsleigh,2-man,beijing-2022,GameTeam,,12,France
Romain HEINRICH; Dorian HAUTERVILLE,3468,Bobsleigh,2-man,beijing-2022,GameTeam,,13,United States of America
Kaizhi SUN; Qingze WU,3469,Bobsleigh,2-man,beijing-2022,GameTeam,,14,People's Republic of China
Dominik DVORAK; Jakub NOSEK,3470,Bobsleigh,2-man,beijing-2022,GameTeam,,15,Czech Republic
Mihai Cristian TENTEA; Nicolae Ciprian DAROCZI,3471,Bobsleigh,2-man,beijing-2022,GameTeam,,16,Romania
Emils CIPULIS; Edgars NEMME,3472,Bobsleigh,2-man,beijing-2022,GameTeam,,17,Latvia
Simon FRIEDLI; Andreas HAAS,3473,Bobsleigh,2-man,beijing-2022,GameTeam,,18,Switzerland
Yunjong WON; Jinsu KIM,3474,Bobsleigh,2-man,beijing-2022,GameTeam,,19,Republic of Korea
Yunjong WON; Jinsu KIM,3475,Bobsleigh,2-man,beijing-2022,GameTeam,,20,Canada
Patrick BAUMGARTNER; Robert MIRCEA,3476,Bobsleigh,2-man,beijing-2022,GameTeam,,21,Italy
Chunjian LI; Wei LIU,3477,Bobsleigh,2-man,beijing-2022,GameTeam,,22,People's Republic of China
Chunjian LI; Wei LIU,3478,Bobsleigh,2-man,beijing-2022,GameTeam,,23,Netherlands
Youngjin SUK; Hyeonggeun KIM,3479,Bobsleigh,2-man,beijing-2022,GameTeam,,24,Republic of Korea
Youngjin SUK; Hyeonggeun KIM,3480,Bobsleigh,2-man,beijing-2022,GameTeam,,25,ROC
Markus TREICHL; Markus GLUECK,3481,Bobsleigh,2-man,beijing-2022,GameTeam,,26,Austria
Hunter CHURCH; Charlie VOLKER,3482,Bobsleigh,2-man,beijing-2022,GameTeam,,27,United States of America
Hunter CHURCH; Charlie VOLKER,3483,Bobsleigh,2-man,beijing-2022,GameTeam,,28,Trinidad and Tobago
Edson BINDILATTI; Edson Ricardo MARTINS,3484,Bobsleigh,2-man,beijing-2022,GameTeam,,29,Brazil
Edson BINDILATTI; Edson Ricardo MARTINS,3485,Bobsleigh,2-man,beijing-2022,GameTeam,,30,Jamaica
Laura NOLTE; Deborah LEVI,3486,Bobsleigh,2-woman,beijing-2022,GameTeam,GOLD,1,Germany
Mariama JAMANKA; Alexandra BURGHARDT,3487,Bobsleigh,2-woman,beijing-2022,GameTeam,SILVER,2,Germany
Elana MEYERS TAYLOR; Sylvia HOFFMAN,3488,Bobsleigh,2-woman,beijing-2022,GameTeam,BRONZE,3,United States of America
Kim KALICKI; Lisa BUCKWITZ,3489,Bobsleigh,2-woman,beijing-2022,GameTeam,,4,Germany
Christine DE BRUIN; Kristen BUJNOWSKI,3490,Bobsleigh,2-woman,beijing-2022,GameTeam,,5,Canada
Melanie HASLER; Nadja PASTERNACK,3491,Bobsleigh,2-woman,beijing-2022,GameTeam,,6,Switzerland
Kaillie HUMPHRIES; Kaysha LOVE,3492,Bobsleigh,2-woman,beijing-2022,GameTeam,,7,United States of America
Cynthia APPIAH; Dawn RICHARDSON WILSON,3493,Bobsleigh,2-woman,beijing-2022,GameTeam,,8,Canada
Nadezhda SERGEEVA; Yulia BELOMESTNYKH,3494,Bobsleigh,2-woman,beijing-2022,GameTeam,,9,ROC
Katrin BEIERL; Jennifer ONASANYA,3495,Bobsleigh,2-woman,beijing-2022,GameTeam,,10,Austria
Mingming HUAI; Xuan WANG,3496,Bobsleigh,2-woman,beijing-2022,GameTeam,,11,People's Republic of China
Melissa LOTHOLZ; Sara VILLANI,3497,Bobsleigh,2-woman,beijing-2022,GameTeam,,12,Canada
Margot BOCH; Carla SENECHAL,3498,Bobsleigh,2-woman,beijing-2022,GameTeam,,13,France
Qing YING; Jiani DU,3499,Bobsleigh,2-woman,beijing-2022,GameTeam,,14,People's Republic of China
An VANNIEUWENHUYSE; Sara AERTS,3500,Bobsleigh,2-woman,beijing-2022,GameTeam,,15,Belgium
Breeana WALKER; Kiara REDDINGIUS,3501,Bobsleigh,2-woman,beijing-2022,GameTeam,,16,Australia
Mica MCNEILL; Montell DOUGLAS,3502,Bobsleigh,2-woman,beijing-2022,GameTeam,,17,Great Britain
Andreea GRECU; Katharina WICK,3503,Bobsleigh,2-woman,beijing-2022,GameTeam,,18,Romania
Anastasiia MAKAROVA; Elena MAMEDOVA,3504,Bobsleigh,2-woman,beijing-2022,GameTeam,,19,ROC
Martina FONTANIVE; Irina STREBEL,3505,Bobsleigh,2-woman,beijing-2022,GameTeam,,20,Switzerland
Fatima GALVEZ; Alberto FERNANDEZ,3506,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,GOLD,1,Spain
Alessandra PERILLI; Gian Marco BERTI,3507,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,SILVER,2,San Marino
Madelynn Ann BERNAU; Brian BURROWS,3508,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,BRONZE,3,United States of America
Zuzana STEFECEKOVA; Erik VARGA,3509,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,4,Slovakia
Yukie NAKAYAMA; Shigetaka OYAMA,3510,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,5,Japan
Penny SMITH; Thomas Derek GRICE,3511,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,6,Australia
Laetisha SCANLAN; James WILLETT,3512,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,7,Australia
Jana SPOTAKOVA; Marian KOVACOCY,3513,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,8,Slovakia
Xiaojing WANG; Haicheng YU,3514,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,9,People's Republic of China
Kirsty HEGARTY; Matthew John COWARD HOLLEY,3515,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,10,Great Britain
Daria SEMIANOVA; Alexey ALIPOV,3516,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,11,ROC
Jessica ROSSI; Mauro DE FILIPPIS,3517,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,12,Italy
Kayle BROWNING; Derrick Scott MEIN,3518,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,13,United States of America
Ekaterina SUBBOTINA; Maxim KABATSKIY,3519,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,14,ROC
Alejandra RAMIREZ CABALLERO; Jorge Martin OROZCO DIAZ,3520,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,15,Mexico
Maggy ASHMAWY; Abdel Aziz MEHELBA,3521,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,16,Egypt
Qian YANG; Haoran YANG,3859,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,GOLD,1,People's Republic of China
Mary Carolynn TUCKER; Lucas KOZENIESKY,3860,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,SILVER,2,United States of America
Eunji KWON; Taeyun NAM,3861,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,4,Republic of Korea
Eunji KWON; Taeyun NAM,3862,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,5,ROC
Alison Marie WEISZ; William SHANER,3863,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,6,United States of America
Eszter MESZAROS; Istvan PENI,3864,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,7,Hungary
Aneta STANKIEWICZ; Tomasz BARTNIK,3865,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,8,Poland
Jenny STENE; Jon-Hermann HEGG,3866,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,9,Norway
Jeanette Hegg DUESTAD; Henrik LARSEN,3867,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,10,Norway
Yu ZHANG; Lihao SHENG,3868,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,11,People's Republic of China
Elavenil VALARIVAN; Divyansh Singh PANWAR,3869,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,12,India
Haruka NAKAGUCHI; Naoya OKADA,3870,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,13,Japan
Ying-Shin LIN; Shao-Chuan LU,3871,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,14,Chinese Taipei
Najmeh KHEDMATI; Mahyar SEDAGHAT,3872,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,15,Islamic Republic of Iran
Andrea ARSOVIC; Milutin STEFANOVIC,3873,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,16,Serbia
Snjezana PEJCIC; Petar GORSA,3874,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,17,Croatia
